1526449125 0 0 0 0 0 0 1
1526449380 0 0 1 0 0 0 1
1526449427 0 0 2 0 0 0 1
1526461133 0 0 3 0 0 0 1
1526647401 0 0 4 0 0 0 1
1526902928 0 0 5 0 0 0 1
1527069191 0 0 6 0 0 0 1
1527153099 0 0 7 0 0 0 1
1527160023 0 0 8 0 0 0 1
1527504618 0 0 9 0 0 0 1
1527511959 0 0 10 0 0 0 1
1527591854 0 0 11 0 0 0 1
1527673297 0 0 12 0 0 0 1
1527686244 0 0 13 0 0 0 1
1527740773 0 0 14 0 0 0 1
1527860560 0 0 15 0 0 0 1
1528098129 0 0 16 0 0 0 1
1528203664 0 0 17 0 0 0 1
1528290377 0 0 18 0 0 0 1
1528374263 0 0 19 0 0 0 1
1528446700 0 0 20 0 0 0 1
1528457748 0 0 21 0 0 0 1
1528462473 0 0 22 0 0 0 1
1528887659 0 0 23 0 0 0 1
1528973719 0 0 24 0 0 0 1
1529069835 0 0 25 0 0 0 1
1529398266 0 0 26 0 0 0 1
1529495666 0 0 27 0 0 0 1
1529585758 0 0 28 0 0 0 1
1529672351 0 0 29 0 0 0 1
1529931379 0 0 30 0 0 0 1
1530018382 0 0 31 0 0 0 1
1530102299 0 0 32 0 0 0 1
1530192250 0 0 33 0 0 0 1
1530265665 0 0 34 0 0 0 1
1530266729 0 0 35 0 0 0 1
1530537235 0 0 36 0 0 0 1
1530616071 0 0 37 0 0 0 1
1530700273 0 0 38 0 0 0 1
1530704141 0 0 39 0 0 0 1
1530704638 1 0 39 0 0 0 1
1530705541 2 0 39 0 0 0 1
1530707897 3 0 40 0 0 0 1
1530770917 5 0 40 0 0 0 1
1530776383 6 0 40 0 0 0 1
1530776790 7 0 41 0 0 0 1
1530778327 8 0 42 0 0 0 1
1530779359 9 0 42 0 0 0 1
1530779510 9 0 43 0 0 0 1
1530781483 9 0 44 0 0 0 1
1530782641 9 0 45 0 0 0 1
1530870880 9 0 46 0 0 0 1
1531111754 10 0 46 0 0 0 1
1531198561 11 0 46 1 0 0 1
1531208665 12 0 46 1 0 0 1
1531211685 13 0 46 1 0 0 1
1531212004 13 0 46 2 0 0 1
1531216916 13 0 46 3 0 0 1
1531219365 13 0 46 4 0 0 1
1531222307 13 0 47 4 0 0 1
1531225397 14 0 47 4 0 0 1
1531225729 15 0 47 4 0 0 1
1531285554 15 0 47 5 0 0 1
1531304493 15 0 47 6 0 0 1
1531387007 15 0 48 6 0 0 1
1531387130 15 0 48 6 0 1 1
1531387149 15 0 48 6 0 2 1
1531393169 16 0 48 6 0 2 1
1531393369 17 0 48 6 0 2 1
1531471676 17 0 49 6 0 2 1
1531472068 17 0 50 6 0 2 1
1531720024 18 0 50 6 0 2 1
1531732104 19 0 50 6 0 2 1
1531738561 20 0 50 6 0 2 1
1531740320 20 0 50 7 0 2 1
1531805293 21 0 50 7 0 2 1
1531812305 22 0 50 7 0 2 1
1531897147 22 0 50 8 0 2 1
1531898234 22 0 50 9 0 2 1
1531904302 22 0 50 10 0 2 1
1531904447 23 0 50 10 0 2 1
1531910434 24 0 50 10 0 2 1
1531912773 24 0 50 11 0 2 1
1531912914 24 0 50 12 0 2 1
1531983098 24 0 50 13 0 2 1
1531985407 25 0 50 13 0 2 1
1531985685 26 0 50 13 0 2 1
1531986960 26 0 50 14 0 2 1
1532059056 26 0 50 15 0 2 1
1532061338 26 0 50 16 0 2 1
1532061535 27 0 50 16 0 2 1
1532067868 28 0 50 16 0 2 1
1532070887 29 0 50 16 0 2 1
1532071948 29 0 50 17 0 2 1
1532077544 29 0 50 18 0 2 1
1532079545 29 0 50 19 0 2 1
1532080367 30 0 50 19 0 2 1
1532087714 31 0 50 19 0 2 1
1532102071 31 0 50 20 0 2 1
1532102250 31 0 50 21 0 2 1
1532245475 31 0 50 22 0 2 1
1532328758 32 0 50 22 0 2 1
1532331625 32 0 50 23 0 2 1
1532331648 32 0 50 24 0 2 1
1532407840 32 0 50 25 0 2 1
1532412024 32 0 51 25 0 2 1
1532416371 32 0 51 26 0 2 1
1532416471 32 0 51 27 0 2 1
1532418668 33 0 51 27 0 2 1
1532437612 33 0 51 28 0 2 1
1532498394 34 0 51 28 0 2 1
1532502740 34 0 51 29 0 2 1
1532502812 34 0 51 30 0 2 1
1532509018 34 0 51 31 0 2 1
1532510333 35 0 51 31 0 2 1
1532510467 36 0 51 31 0 2 1
